016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,23,ebből rehabilitációs hozzájárulás K,21,Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271,Költségvetési kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,24,ebből korkedvezmény biztosítási járulék K,21,Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271,Költségvetési kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,25,ebből egészségügyi hozzájárulás K,21,Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271,Költségvetési kiadások,2016-04-16,1353
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,26,ebből táppénz hozzájárulás K,21,Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271,Költségvetési kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,28,ebből munkáltatót terhelő személyi jövedelemadó K,21,Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271,Költségvetési kiadások,2016-04-16,802
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,29,Szakmai anyagok beszerzése K,32,Készletbeszerzés,60,Dologi kiadások,2016-04-16,62
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,30,Üzemeltetési anyagok beszerzése K,32,Készletbeszerzés,60,Dologi kiadások,2016-04-16,3268
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,33,Informatikai szolgáltatások igénybevétele K,35,Kommunikációs szolgáltatások,60,Dologi kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,34,Egyéb kommunikációs szolgáltatások K,35,Kommunikációs szolgáltatások,60,Dologi kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,36,Közüzemi díjak K,45,Szolgáltatási kiadások,60,Dologi kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,37,Vásárolt élelmezés K,45,Szolgáltatási kiadások,60,Dologi kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,38,Bérleti és lízing díjak,45,Szolgáltatási kiadások,60,Dologi kiadások,2016-04-16,9
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,40,Karbantartási kisjavítási szolgáltatások K,45,Szolgáltatási kiadások,60,Dologi kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,42,ebből államháztartáson belül K,41,Közvetített szolgáltatások,45,Szolgáltatási kiadások,2016-04-16,0
016010,"Országgyűlési, önkormányzati és európai parlamenti képviselőválasztásokhoz kapcsolódó tevékenységek",0160,Egyéb általános közszolgáltatások,0150,Általános közszolgáltatásokhoz kapcsolódó K+F,43,Szakmai tevékenységet segítő szolgáltatások K,45,Szolgáltatási kiadások,60,Dologi kiadások,2016-04-16,0
